"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Antimicrobial resistance","Klebsiella pneumoniae|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2009","FR","France",4.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2009","HU","Hungary",0.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2009","IE","Ireland",0.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2009","IS","Iceland",0.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2009","IT","Italy",0.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2009","LT","Lithuania",0.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2009","LU","Luxembourg",0.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2009","LV","Latvia",0.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2009","MT","Malta",0.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2009","NL","Netherlands",0.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2009","NO","Norway",2.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2009","PL","Poland",0.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2009","PT","Portugal",0.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2009","RO","Romania",0.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2009","SE","Sweden",0.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2009","SI","Slovenia",0.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2009","UK","United Kingdom",2.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2010","AT","Austria",0.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2010","BE","Belgium",0.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2010","BG","Bulgaria",0.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2010","CY","Cyprus",1.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2010","CZ","Czechia",2.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2010","DE","Germany",1.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2010","DK","Denmark",0.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2010","EE","Estonia",0.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2010","EL","Greece",176.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2010","ES","Spain",0.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2010","FI","Finland",1.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2010","FR","France",3.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2010","HR","Croatia",13.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2010","HU","Hungary",2.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2010","IE","Ireland",0.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2010","IS","Iceland",0.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2010","IT","Italy",5.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2010","LT","Lithuania",0.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2010","LU","Luxembourg",0.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2010","LV","Latvia",1.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2010","MT","Malta",0.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2010","NL","Netherlands",0.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2010","NO","Norway",0.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2010","PL","Poland",0.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2010","PT","Portugal",1.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2010","RO","Romania",0.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2010","SE","Sweden",1.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2010","SI","Slovenia",0.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2010","UK","United Kingdom",2.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2011","AT","Austria",1.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2011","BE","Belgium",0.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2011","BG","Bulgaria",0.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2011","CY","Cyprus",1.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2011","CZ","Czechia",5.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2011","DE","Germany",1.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2011","DK","Denmark",0.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2011","EE","Estonia",0.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2011","EL","Greece",43.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2011","ES","Spain",2.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2011","FI","Finland",1.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2011","FR","France",2.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2011","HR","Croatia",1.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2011","HU","Hungary",2.000000000,""
