"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2005","PL","Poland",1.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2005","PT","Portugal",0.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2005","RO","Romania",0.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2005","SE","Sweden",14.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2005","SI","Slovenia",0.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2005","SK","Slovakia",0.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2005","UK","United Kingdom",2.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2006","AT","Austria",7.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2006","BE","Belgium",0.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2006","BG","Bulgaria",2.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2006","CY","Cyprus",0.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2006","CZ","Czechia",0.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2006","DE","Germany",6.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2006","DK","Denmark",19.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2006","EE","Estonia",2.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2006","EL","Greece",21.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2006","ES","Spain",3.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2006","FI","Finland",4.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2006","FR","France",38.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2006","HR","Croatia",4.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2006","HU","Hungary",2.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2006","IE","Ireland",2.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2006","IS","Iceland",0.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2006","IT","Italy",2.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2006","LT","Lithuania",0.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2006","LU","Luxembourg",0.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2006","LV","Latvia",1.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2006","MT","Malta",0.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2006","NL","Netherlands",8.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2006","NO","Norway",11.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2006","PL","Poland",0.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2006","PT","Portugal",4.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2006","RO","Romania",1.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2006","SE","Sweden",44.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2006","SI","Slovenia",5.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2006","SK","Slovakia",0.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2006","UK","United Kingdom",5.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2007","AT","Austria",5.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2007","BE","Belgium",0.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2007","BG","Bulgaria",1.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2007","CY","Cyprus",0.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2007","CZ","Czechia",0.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2007","DE","Germany",3.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2007","DK","Denmark",27.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2007","EE","Estonia",0.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2007","EL","Greece",28.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2007","ES","Spain",9.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2007","FI","Finland",4.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2007","FR","France",40.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2007","HR","Croatia",3.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2007","HU","Hungary",4.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2007","IE","Ireland",5.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2007","IS","Iceland",0.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2007","IT","Italy",5.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2007","LT","Lithuania",3.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2007","LU","Luxembourg",0.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2007","LV","Latvia",0.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2007","MT","Malta",0.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2007","NL","Netherlands",11.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2007","NO","Norway",16.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2007","PL","Poland",3.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2007","PT","Portugal",8.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2007","RO","Romania",2.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2007","SE","Sweden",29.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2007","SI","Slovenia",6.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2007","SK","Slovakia",0.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2007","UK","United Kingdom",6.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2008","AT","Austria",16.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2008","BE","Belgium",0.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2008","BG","Bulgaria",1.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2008","CY","Cyprus",0.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2008","CZ","Czechia",0.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2008","DE","Germany",1.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2008","DK","Denmark",22.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2008","EE","Estonia",3.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2008","EL","Greece",19.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2008","ES","Spain",7.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2008","FI","Finland",1.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2008","FR","France",38.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2008","HR","Croatia",8.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2008","HU","Hungary",5.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2008","IE","Ireland",7.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2008","IS","Iceland",0.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2008","IT","Italy",2.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2008","LT","Lithuania",4.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2008","LU","Luxembourg",3.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2008","LV","Latvia",1.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2008","MT","Malta",0.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2008","NL","Netherlands",12.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2008","NO","Norway",19.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2008","PL","Poland",0.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2008","PT","Portugal",18.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2008","RO","Romania",1.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2008","SE","Sweden",44.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2008","SI","Slovenia",4.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2008","SK","Slovakia",0.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2008","UK","United Kingdom",1.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2009","AT","Austria",12.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2009","BE","Belgium",3.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2009","BG","Bulgaria",2.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2009","CY","Cyprus",0.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2009","CZ","Czechia",0.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2009","DE","Germany",3.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2009","DK","Denmark",29.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2009","EE","Estonia",0.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2009","EL","Greece",22.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2009","ES","Spain",11.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2009","FI","Finland",5.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2009","FR","France",46.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2009","HU","Hungary",6.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2009","IE","Ireland",7.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2009","IS","Iceland",0.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2009","IT","Italy",2.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2009","LT","Lithuania",7.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2009","LU","Luxembourg",0.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2009","LV","Latvia",1.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2009","MT","Malta",0.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2009","NL","Netherlands",7.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2009","NO","Norway",20.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2009","PL","Poland",9.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2009","PT","Portugal",11.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2009","RO","Romania",0.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2009","SE","Sweden",0.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2009","SI","Slovenia",2.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2009","UK","United Kingdom",4.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2010","AT","Austria",13.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2010","BE","Belgium",8.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2010","BG","Bulgaria",7.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2010","CY","Cyprus",0.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2010","CZ","Czechia",49.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2010","DE","Germany",3.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2010","DK","Denmark",10.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2010","EE","Estonia",1.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2010","EL","Greece",18.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2010","ES","Spain",37.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2010","FI","Finland",5.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2010","FR","France",49.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2010","HR","Croatia",8.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2010","HU","Hungary",13.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2010","IE","Ireland",4.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2010","IS","Iceland",0.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2010","IT","Italy",8.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2010","LT","Lithuania",3.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2010","LU","Luxembourg",0.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2010","LV","Latvia",1.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2010","MT","Malta",0.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2010","NL","Netherlands",13.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2010","NO","Norway",17.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2010","PL","Poland",10.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2010","PT","Portugal",3.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2010","RO","Romania",2.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2010","SE","Sweden",26.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2010","SI","Slovenia",4.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2010","UK","United Kingdom",7.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2011","AT","Austria",16.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2011","BE","Belgium",18.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2011","BG","Bulgaria",7.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2011","CY","Cyprus",4.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2011","CZ","Czechia",21.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2011","DE","Germany",9.000000000,""
"Antimicrobial resistance","Klebsiella pneumoniae|Fluoroquinolones","I - 'susceptible, increased exposure' isolates ","N","2011","DK","Denmark",18.000000000,""
